policy,split,episode,return,revenue,procurement,holding,stockout_penalty,fill_rate,stockout_units,avg_inventory,avg_order_quantity,price_changes
Q Learning,test,40,925.2106040000001,4764.12,2858.3240000000023,30.129396,824.656,0.798989898989899,796.0,18.241666666666667,25.958333333333332,86.0
Q Learning,test,41,902.478488,3629.1079999999997,2395.8536000000017,77.16098399999998,132.608,0.9516981132075472,128.0,46.71666666666667,21.758333333333333,75.0
Q Learning,test,42,968.3897280000003,4256.4800000000005,2717.013600000002,62.48855999999999,386.428,0.8855828220858896,373.0,37.833333333333336,24.675,71.0
Q Learning,test,43,700.9739400000008,3542.6759999999986,2260.9664000000016,70.62308399999999,397.82400000000007,0.8621184919210054,384.0,42.75833333333333,20.533333333333335,81.0
Q Learning,test,44,457.13285200000024,3506.4160000000006,2697.744000000002,125.926836,98.41999999999999,0.9623613312202852,95.0,76.24166666666666,24.5,82.0
Q Learning,test,45,766.4736520000002,3528.024,2427.9696000000017,87.71797199999999,130.536,0.951048951048951,126.0,53.108333333333334,22.05,68.0
Q Learning,test,46,780.7920079999998,3788.207999999999,2543.5872000000027,82.63905599999997,264.18,0.9113351877607788,255.0,50.03333333333333,23.1,79.0
Q Learning,test,47,733.4798880000004,3591.516000000002,2498.624800000002,92.411496,151.256,0.9445709946848899,146.0,55.95,22.691666666666666,69.0
Q Learning,test,48,618.5580880000001,4070.2960000000016,2813.3616000000025,95.74238399999996,419.58,0.8717542748575048,405.0,57.96666666666667,25.55,63.0
Q Learning,test,49,1010.7530520000003,4855.584,2993.211200000003,39.323747999999995,684.7959999999999,0.8307298335467349,661.0,23.808333333333334,27.183333333333334,60.0
Q Learning,test,50,489.3785080000002,3810.2599999999998,2447.239200000001,73.62363599999998,684.796,0.7947842285004657,661.0,44.575,22.225,65.0
Q Learning,test,51,614.0552240000002,4685.0880000000025,2903.286400000003,47.40321599999999,986.2719999999999,0.765748031496063,952.0,28.7,26.366666666666667,65.0
Q Learning,test,52,619.8257120000004,4140.300000000001,2627.088800000002,66.64528800000001,706.5519999999999,0.8028901734104046,682.0,40.35,23.858333333333334,80.0
Q Learning,test,53,373.7179000000002,3617.859999999999,2383.0072000000014,75.30284400000004,678.5799999999999,0.7900641025641025,655.0,45.59166666666667,21.641666666666666,81.0
Q Learning,test,54,408.04358400000024,3835.5680000000007,2672.051200000002,89.74127999999996,537.684,0.8343969368219528,519.0,54.333333333333336,24.266666666666666,76.0
Q Learning,test,55,954.1459680000003,4237.092000000001,2646.358400000003,68.599776,449.62400000000014,0.8667894413750767,434.0,41.53333333333333,24.033333333333335,77.0
Q Learning,test,56,1063.898936000001,4520.364,2884.0168000000035,56.79026399999997,391.60800000000006,0.8905933429811866,378.0,34.38333333333333,26.191666666666666,81.0
Q Learning,test,57,894.8489960000002,3960.9240000000027,2562.8568000000023,68.998932,319.08799999999997,0.8989832732043292,308.0,41.775,23.275,74.0
Q Learning,test,58,723.6662399999999,3748.1,2453.6624000000024,93.78789600000003,365.70799999999997,0.8771746694502436,353.0,56.78333333333333,22.283333333333335,70.0
Q Learning,test,59,815.3575480000001,4310.648000000001,2723.4368000000018,59.088851999999996,591.5559999999999,0.836950314106225,571.0,35.775,24.733333333333334,75.0
Q Learning,test,60,722.1148640000002,3122.5040000000004,2126.079200000001,105.70751999999999,60.088,0.973791233619521,58.0,64.0,19.308333333333334,79.0
Q Learning,test,61,1187.8907919999995,4379.764,2691.3208000000022,62.73631199999998,314.9440000000001,0.9070052003670848,304.0,37.983333333333334,24.441666666666666,79.0
Q Learning,test,62,1025.506448,3889.5880000000016,2543.587200000002,93.62272800000001,105.672,0.9635193133047211,102.0,56.68333333333333,23.1,75.0
Q Learning,test,63,685.8772880000004,4439.407999999999,2768.3992000000026,50.458824,812.2239999999998,0.7934668071654373,784.0,30.55,25.141666666666666,72.0
Q Learning,test,64,230.88167200000015,4084.652000000001,2723.4368000000027,58.57958399999999,950.0119999999998,0.7507474857298179,917.0,35.46666666666667,24.733333333333334,73.0
Q Learning,test,65,459.07772000000006,3639.0240000000013,2505.048000000002,96.32047200000001,464.12800000000004,0.8436300174520069,448.0,58.31666666666667,22.75,70.0
Q Learning,test,66,796.8181400000003,4220.22,2678.4744000000014,67.48489199999997,562.5480000000001,0.8398230088495575,543.0,40.858333333333334,24.325,70.0
Q Learning,test,67,1127.9297680000002,4471.820000000002,2993.211200000002,99.65135999999994,124.32000000000001,0.9623588456712673,120.0,60.333333333333336,27.183333333333334,68.0
Q Learning,test,68,833.1360640000006,3696.5960000000005,2447.2392000000023,81.23512800000002,216.52400000000003,0.9234432234432235,209.0,49.18333333333333,22.225,74.0
Q Learning,test,69,368.09857600000015,5071.219999999999,3089.559200000003,20.866223999999995,1461.7959999999998,0.704688154039347,1411.0,12.633333333333333,28.058333333333334,68.0
Q Learning,test,70,1018.8285040000006,4246.711999999999,2839.054400000003,74.32560000000001,188.55200000000002,0.9408898993179604,182.0,45.0,25.783333333333335,76.0
Q Learning,test,71,730.6765080000002,3615.6400000000003,2408.700000000002,64.732092,292.15200000000004,0.8977149075081611,282.0,39.19166666666667,21.875,73.0
Q Learning,test,72,706.2185000000001,3799.6040000000007,2569.280000000002,88.79156399999995,317.01599999999996,0.8944827586206896,306.0,53.75833333333333,23.333333333333332,91.0
Q Learning,test,73,1129.3158600000004,4268.912,2717.0136000000025,71.55903599999996,231.02800000000005,0.9291163382072473,223.0,43.325,24.675,80.0
Q Learning,test,74,629.8287800000003,4042.4720000000007,2684.8976000000016,70.89836399999997,532.504,0.8446191051995163,514.0,42.925,24.383333333333333,72.0
Q Learning,test,75,907.8490479999997,3656.339999999999,2383.0072000000014,80.10647999999999,166.79600000000002,0.9394053443733534,161.0,48.5,21.641666666666666,83.0
Q Learning,test,76,1020.1939119999998,4001.3280000000013,2601.396000000002,78.01435199999996,180.26399999999998,0.9407961891799932,174.0,47.233333333333334,23.625,78.0
Q Learning,test,77,931.0054680000001,4124.316,2697.7440000000015,87.88314000000007,277.648,0.9142674344209852,268.0,53.208333333333336,24.5,73.0
Q Learning,test,78,802.5212479999997,4259.588000000002,2794.0920000000015,69.37055999999998,476.56,0.8635014836795252,460.0,42.0,25.375,74.0
Q Learning,test,79,935.2667280000002,3956.335999999999,2588.549600000002,108.432792,211.34400000000002,0.9305177111716622,204.0,65.65,23.508333333333333,71.0
Q Learning,test,80,773.7691160000005,4122.983999999999,2627.088800000002,64.70456399999999,526.288,0.8485842026825633,508.0,39.175,23.858333333333334,69.0
Q Learning,test,81,865.8409600000001,4635.9519999999975,2851.900800000002,54.72566399999999,736.5960000000001,0.8130423349986853,711.0,33.13333333333333,25.9,73.0
Q Learning,test,82,1110.5657799999997,4173.008000000001,2633.5120000000015,75.71576400000002,238.28,0.9261162865403149,230.0,45.84166666666667,23.916666666666668,73.0
Q Learning,test,83,654.8726800000005,3865.464000000002,2543.5872000000027,87.29128799999998,459.9839999999999,0.8532716457369465,444.0,52.85,23.1,72.0
Q Learning,test,84,911.097972,4221.107999999998,2659.2048000000023,65.28265200000001,459.98400000000015,0.8658204895738894,444.0,39.525,24.15,76.0
Q Learning,test,85,793.8363359999998,3670.548000000002,2582.1264000000015,100.72495199999997,69.412,0.9744567289363324,67.0,60.983333333333334,23.45,73.0
Q Learning,test,86,970.1341559999998,4053.128,2569.2800000000025,71.75173199999998,318.052,0.9005184705119896,307.0,43.44166666666667,23.333333333333332,76.0
Q Learning,test,87,330.7953520000001,4798.900000000001,2973.9416000000033,23.151047999999985,1338.512,0.7128250722382752,1292.0,14.016666666666667,27.008333333333333,70.0
Q Learning,test,88,967.2601720000005,4630.031999999998,2941.825600000003,47.99506799999999,549.08,0.8566017316017316,530.0,29.058333333333334,26.716666666666665,71.0
Q Learning,test,89,700.5957079999998,3203.6079999999997,2209.5808000000006,98.70164399999994,88.06,0.9628982976865997,85.0,59.75833333333333,20.066666666666666,80.0
Q Learning,test,90,983.0020880000004,3522.2520000000004,2228.8504000000007,82.44635999999997,120.176,0.9543127215439149,116.0,49.916666666666664,20.241666666666667,76.0
Q Learning,test,91,781.0001760000001,3686.2360000000017,2447.2392000000013,84.868824,261.072,0.9081967213114754,252.0,51.38333333333333,22.225,79.0
Q Learning,test,92,799.9490240000005,4009.616000000001,2556.433600000002,51.06444,479.66800000000006,0.85385101010101,463.0,30.916666666666668,23.216666666666665,78.0
Q Learning,test,93,784.7545520000003,3609.1279999999997,2479.3552000000022,111.54345600000002,109.816,0.9591836734693877,106.0,67.53333333333333,22.516666666666666,75.0
Q Learning,test,94,803.8709519999998,3957.3719999999994,2569.2800000000025,81.64804800000002,379.176,0.8804312316236524,366.0,49.43333333333333,23.333333333333332,75.0
Q Learning,test,95,651.9038999999997,3213.228,2222.427200000002,106.62970799999992,120.176,0.950021542438604,116.0,64.55833333333334,20.183333333333334,72.0
Q Learning,test,96,937.2316440000002,4778.1799999999985,2948.2488000000035,36.185556,724.1640000000001,0.8192864529472595,699.0,21.908333333333335,26.775,67.0
Q Learning,test,97,518.4389800000004,4190.768,2794.0920000000024,59.22649199999998,700.3359999999999,0.8041714947856315,676.0,35.858333333333334,25.375,70.0
Q Learning,test,98,559.7677520000004,3758.6079999999997,2427.9696000000013,78.45479999999999,581.196,0.8188569583467872,561.0,47.5,22.05,81.0
Q Learning,test,99,770.7787920000002,3153.288,2138.925600000001,91.36543199999994,43.51200000000001,0.981149012567325,42.0,55.31666666666667,19.425,81.0
Q Learning,test,100,687.1228520000001,3721.164,2717.0136000000016,116.53978800000003,84.95200000000001,0.9691148775894539,82.0,70.55833333333334,24.675,73.0
Q Learning,test,101,724.1103519999999,4341.432000000001,2691.3208000000022,49.688039999999994,761.46,0.7962295536456889,735.0,30.083333333333332,24.441666666666666,71.0
Q Learning,test,102,678.0996040000002,4563.58,2864.747200000003,54.381564000000004,831.908,0.791048659901119,803.0,32.925,26.016666666666666,73.0
Q Learning,test,103,656.0692359999996,3647.6079999999997,2363.7376,70.733196,444.44400000000013,0.8530821917808219,429.0,42.825,21.466666666666665,80.0
Q Learning,test,104,869.7108240000006,3673.063999999999,2517.8944000000024,73.77504000000003,87.02400000000002,0.9680365296803652,84.0,44.666666666666664,22.866666666666667,82.0
Q Learning,test,105,1015.4297280000001,4196.687999999997,2575.703200000002,66.149784,415.43600000000015,0.8760815822002472,401.0,40.05,23.391666666666666,77.0
Q Learning,test,106,835.3788040000003,4749.912000000001,2954.672000000003,36.32319599999999,785.288,0.8082469010877814,758.0,21.991666666666667,26.833333333333332,65.0
Q Learning,test,107,771.8734080000003,3478.7399999999993,2383.007200000002,108.87324000000001,95.31200000000001,0.9630373644033748,92.0,65.91666666666667,21.641666666666666,81.0
Q Learning,test,108,709.0470600000001,4379.468,2742.706400000002,44.388899999999985,759.388,0.7998907998907999,733.0,26.875,24.908333333333335,76.0
Q Learning,test,109,784.9781640000001,4657.264000000001,2935.402400000002,47.27934000000002,763.5319999999999,0.8078727841501564,737.0,28.625,26.658333333333335,83.0
Q Learning,test,110,1000.834264,3968.6200000000017,2627.0888000000023,86.933424,138.824,0.9535367545076283,134.0,52.63333333333333,23.858333333333334,72.0
Q Learning,test,111,929.122044,3531.2799999999997,2305.9288000000015,93.91177199999998,94.27600000000001,0.9640316205533597,91.0,56.858333333333334,20.941666666666666,80.0
Q Learning,test,112,983.2460440000003,4171.232,2819.7848000000026,89.12189999999997,156.436,0.9497001998667555,151.0,53.958333333333336,25.608333333333334,68.0
Q Learning,test,113,1073.3715920000002,4429.343999999999,2749.1296000000025,57.64363199999998,429.94000000000017,0.8763040238450075,415.0,34.9,24.966666666666665,75.0
Q Learning,test,114,694.5207560000001,3429.011999999999,2293.0824000000016,81.88203599999997,242.424,0.91,234.0,49.575,20.825,86.0
Q Learning,test,115,658.8611680000002,3467.9359999999997,2505.048000000002,113.99344799999997,70.44800000000001,0.9725141471301536,68.0,69.01666666666667,22.75,85.0
Q Learning,test,116,1010.088328,4249.524,2761.9760000000024,83.93287199999999,272.468,0.917191435768262,263.0,50.81666666666667,25.083333333333332,72.0
Q Learning,test,117,964.3038000000001,4500.088000000002,2839.0544000000027,40.60379999999999,534.576,0.8561471982157792,516.0,24.583333333333332,25.783333333333335,91.0
Q Learning,test,118,659.5632999999998,4325.300000000003,2736.2832000000017,62.254571999999975,747.992,0.8015938444627645,722.0,37.69166666666667,24.85,69.0
Q Learning,test,119,1067.8275960000005,4362.448,2845.477600000003,68.31073199999999,255.89199999999997,0.9238828967642527,247.0,41.358333333333334,25.841666666666665,81.0
Sarsa,test,0,436.09557600000005,2776.6279999999992,1663.6088000000009,25.683623999999984,559.4400000000002,0.7717666948436179,540.0,15.55,15.108333333333333,66.0
Sarsa,test,1,585.8757519999997,3212.0440000000012,1888.420800000001,24.527447999999996,616.42,0.7797927461139896,595.0,14.85,17.15,76.0
Sarsa,test,2,417.34028000000006,3770.448000000003,2183.8880000000013,23.811720000000008,1039.1080000000002,0.7077505827505828,1003.0,14.416666666666666,19.833333333333332,56.0
Sarsa,test,3,352.80662400000006,3078.696000000002,1817.7656000000006,27.30777599999999,783.2160000000001,0.7249909057839214,756.0,16.533333333333335,16.508333333333333,62.0
Sarsa,test,4,495.3679160000002,2690.9360000000006,1625.0696,27.266483999999988,452.7320000000001,0.8020833333333334,437.0,16.508333333333333,14.758333333333333,70.0
Sarsa,test,5,579.626176,2841.6000000000004,1689.3016000000011,27.748224,449.6240000000002,0.8115501519756839,434.0,16.8,15.341666666666667,76.0
Sarsa,test,6,475.61098799999996,3092.904000000001,1804.9192000000007,26.605811999999997,686.8680000000003,0.7505643340857788,663.0,16.108333333333334,16.391666666666666,58.0
Sarsa,test,7,461.9315920000001,2569.7240000000006,1483.7592000000009,29.207207999999994,508.67600000000033,0.7723690310616597,491.0,17.683333333333334,13.475,73.0
Sarsa,test,8,601.0205680000001,2888.96,1695.7248000000013,33.556631999999986,469.3080000000001,0.8064102564102564,453.0,20.316666666666666,15.4,77.0
Sarsa,test,9,566.5964039999999,2720.3880000000004,1567.2608000000007,28.06479599999999,472.41600000000017,0.7958818263205013,456.0,16.991666666666667,14.233333333333333,71.0
Sarsa,test,10,556.9154439999999,2845.3,1644.3392000000006,28.615356,523.1800000000002,0.7864693446088795,505.0,17.325,14.933333333333334,75.0
Sarsa,test,11,422.0269520000001,2655.712000000001,1592.9536000000005,31.409447999999987,520.0720000000001,0.7782685512367491,502.0,19.016666666666666,14.466666666666667,75.0
Sarsa,test,12,191.53326800000008,2717.724000000001,1612.2232000000006,22.889531999999992,800.8279999999999,0.6949486977111287,773.0,13.858333333333333,14.641666666666667,65.0
Sarsa,test,13,545.0826679999999,2789.947999999999,1650.762400000001,27.706932000000005,477.59600000000006,0.7973626373626373,461.0,16.775,14.991666666666667,66.0
Sarsa,test,14,429.02316800000006,2853.5880000000006,1714.9944000000005,25.986432,589.4840000000002,0.767280163599182,569.0,15.733333333333333,15.575,82.0
Sarsa,test,15,520.5997120000001,3008.5439999999994,1727.8408000000013,26.041488,639.2119999999999,0.7595479345284489,617.0,15.766666666666667,15.691666666666666,67.0
Sarsa,test,16,439.16073199999994,2825.912000000002,1676.4552000000006,30.79006799999999,591.556,0.7646331409727948,571.0,18.641666666666666,15.225,79.0
Sarsa,test,17,533.182404,3127.0919999999983,1894.844,23.935596000000004,574.9800000000001,0.7881679389312977,555.0,14.491666666666667,17.208333333333332,83.0
Sarsa,test,18,535.8425920000001,2790.244,1657.1856000000014,31.27180799999999,470.34400000000005,0.8017467248908297,454.0,18.933333333333334,15.05,82.0
Sarsa,test,19,294.9277040000002,2786.692000000001,1663.6088000000009,30.47349599999999,711.7320000000002,0.725967291583566,687.0,18.45,15.108333333333333,69.0
Sarsa,test,20,508.78274799999986,2482.9960000000015,1477.3360000000002,32.937252,378.14,0.8175,365.0,19.941666666666666,13.416666666666666,66.0
Sarsa,test,21,451.7843160000001,3087.5760000000005,1837.0352000000005,20.384484000000004,675.4719999999999,0.7559880239520959,652.0,12.341666666666667,16.683333333333334,78.0
Sarsa,test,22,387.599004,2924.6280000000006,1695.7248000000004,19.118195999999994,726.2360000000001,0.7301770592763664,701.0,11.575,15.4,59.0
Sarsa,test,23,491.56641599999995,2543.8240000000005,1541.5680000000002,31.05158399999999,396.7880000000002,0.8133528265107213,383.0,18.8,14.0,67.0
Sarsa,test,24,490.62398400000006,2756.0559999999996,1605.8000000000004,29.510016000000004,545.9720000000001,0.7705703090988245,527.0,17.866666666666667,14.583333333333334,63.0
Sarsa,test,25,481.68253599999997,3164.2400000000002,1830.612,26.50946399999999,726.2360000000002,0.7444403937294932,701.0,16.05,16.625,64.0
Sarsa,test,26,286.9673920000001,2740.812,1612.223200000001,23.013408,728.3080000000001,0.7183493589743589,703.0,13.933333333333334,14.641666666666667,66.0
Sarsa,test,27,336.86696000000046,2613.3840000000014,1528.7216000000005,26.97744,635.068,0.7355478861087144,613.0,16.333333333333332,13.883333333333333,65.0
Sarsa,test,28,610.0280039999999,2769.967999999999,1631.492800000001,29.441195999999998,410.2560000000001,0.8201634877384196,396.0,17.825,14.816666666666666,65.0
Sarsa,test,29,567.6634680000001,2869.1280000000006,1695.724800000001,23.577732,483.81200000000007,0.8006828851899275,467.0,14.275,15.4,77.0
Sarsa,test,30,692.5576919999999,3073.368,1798.4960000000008,26.110307999999996,454.8040000000002,0.8206699346405228,439.0,15.808333333333334,16.333333333333332,78.0
Sarsa,test,31,517.8590479999998,3375.8800000000006,2004.0384000000008,23.646551999999993,726.2360000000002,0.7580255436658613,701.0,14.316666666666666,18.2,72.0
Sarsa,test,32,517.4764720000001,2774.704,1650.7624000000003,26.179128000000002,493.13600000000014,0.7920489296636085,476.0,15.85,14.991666666666667,63.0
Sarsa,test,33,-128.19499999999988,3922.888000000003,2273.812800000001,14.452199999999998,1645.168,0.6109750122488976,1588.0,8.75,20.65,43.0
Sarsa,test,34,641.6386560000001,2897.6920000000014,1702.1480000000004,28.849343999999995,436.1560000000002,0.8181425485961124,421.0,17.466666666666665,15.458333333333334,68.0
Sarsa,test,35,381.724776,2816.8840000000005,1695.7248000000004,21.554424,626.7800000000001,0.7533632286995515,605.0,13.05,15.4,82.0
Sarsa,test,36,649.2935320000005,2663.260000000001,1599.3768000000007,36.29566799999999,289.0440000000001,0.8607089365951074,279.0,21.975,14.525,75.0
Sarsa,test,37,298.85305599999987,2949.4919999999993,1753.5336000000007,28.849343999999988,772.8560000000001,0.7200750469043152,746.0,17.466666666666665,15.925,78.0
Sarsa,test,38,548.0274640000001,2871.0519999999988,1663.6088000000004,25.793735999999996,545.972,0.77940560904144,527.0,15.616666666666667,15.108333333333333,73.0
Sarsa,test,39,441.2369920000001,2992.856,1759.9568000000002,18.884207999999994,671.328,0.7521988527724666,648.0,11.433333333333334,15.983333333333333,79.0
Sarsa,test,40,519.944788,2684.7200000000007,1586.5304000000008,30.046811999999992,458.94800000000015,0.7990018148820327,443.0,18.191666666666666,14.408333333333333,75.0
Sarsa,test,41,433.144508,2872.532000000001,1657.1856000000005,22.75189199999999,673.3999999999999,0.7405189620758483,650.0,13.775,15.05,71.0
Sarsa,test,42,550.8900560000001,2737.4080000000013,1599.376800000001,28.161143999999997,471.37999999999994,0.7975077881619937,455.0,17.05,14.525,72.0
Sarsa,test,43,587.7804880000004,2732.08,1637.9160000000004,32.45551199999997,386.428,0.8270746407046824,373.0,19.65,14.875,70.0
Sarsa,test,44,411.0671359999999,2776.332000000001,1657.1856000000002,32.70326399999999,586.3760000000002,0.7636743215031315,566.0,19.8,15.05,70.0
Sarsa,test,45,440.529448,2730.748,1573.6840000000009,23.646552000000003,603.9880000000002,0.7538006756756757,583.0,14.316666666666666,14.291666666666666,68.0
Sarsa,test,46,596.0430000000002,2851.515999999999,1670.032,30.968999999999998,468.27200000000005,0.8049201553733276,452.0,18.75,15.166666666666666,74.0
Sarsa,test,47,712.691524,2934.9880000000007,1695.7248000000006,33.84567600000001,405.076,0.8299260548064376,391.0,20.491666666666667,15.4,73.0
Sarsa,test,48,290.3465320000002,2995.0760000000014,1811.3424000000002,20.467067999999987,771.82,0.7238695329873981,745.0,12.391666666666667,16.45,72.0
Sarsa,test,49,488.0168440000003,2880.671999999999,1714.9944000000012,26.550756000000007,554.2600000000002,0.7781003732890917,535.0,16.075,15.575,77.0
Sarsa,test,50,500.7606680000005,3409.1800000000007,1991.192000000001,22.201332,793.5759999999999,0.739100817438692,766.0,13.441666666666666,18.083333333333332,49.0
Sarsa,test,51,200.9133080000001,2735.0400000000004,1663.6088000000013,22.751891999999998,757.3159999999998,0.7122047244094488,731.0,13.775,15.108333333333333,69.0
Sarsa,test,52,686.410896,2707.3640000000005,1580.1072000000008,29.39990399999999,322.1960000000001,0.8506243996157541,311.0,17.8,14.35,75.0
Sarsa,test,53,560.6816480000001,2700.8520000000008,1618.6464000000008,28.463951999999992,398.8600000000002,0.8208469055374593,385.0,17.233333333333334,14.7,84.0
Sarsa,test,54,502.6657760000004,2751.6160000000004,1644.3392000000006,23.619023999999992,488.9920000000001,0.7934354485776806,472.0,14.3,14.933333333333334,70.0
Sarsa,test,55,198.53233200000005,3122.356,1849.8816000000008,23.908067999999993,952.0840000000002,0.6846259437199725,919.0,14.475,16.8,69.0
Sarsa,test,56,479.921944,2617.528,1522.2984000000008,29.647655999999994,502.46000000000015,0.7788417692658459,485.0,17.95,13.825,74.0
