episode,algorithm,alpha,gamma,epsilon_min,epsilon_decay,epsilon,return,fill_rate,lost_sales,avg_inventory
2137,sarsa,0.2,0.95,0.03,0.992,0.03,481.9045119999999,0.7315634218289085,819.0,14.933333333333334
2138,sarsa,0.2,0.95,0.03,0.992,0.03,464.9809120000002,0.7699412258606213,548.0,19.1
2139,sarsa,0.2,0.95,0.03,0.992,0.03,504.43566400000003,0.7954644570431749,469.0,18.533333333333335
2140,sarsa,0.2,0.95,0.03,0.992,0.03,695.6984520000002,0.8513453903837671,337.0,21.725
2141,sarsa,0.2,0.95,0.03,0.992,0.03,893.1171800000003,0.9063688212927756,197.0,20.041666666666668
2142,sarsa,0.2,0.95,0.03,0.992,0.03,622.501444,0.8,462.0,18.991666666666667
2143,sarsa,0.2,0.95,0.03,0.992,0.03,560.9109480000003,0.8079350766456267,426.0,19.525
2144,sarsa,0.2,0.95,0.03,0.992,0.03,323.64467600000035,0.7459807073954984,553.0,14.091666666666667
2145,sarsa,0.2,0.95,0.03,0.992,0.03,419.91132799999997,0.7661217075386013,515.0,15.4
2146,sarsa,0.2,0.95,0.03,0.992,0.03,527.8858080000001,0.816,368.0,16.9
2147,sarsa,0.2,0.95,0.03,0.992,0.03,327.5875439999999,0.7517378351539226,500.0,18.783333333333335
2148,sarsa,0.2,0.95,0.03,0.992,0.03,423.85486000000003,0.7601232394366197,545.0,17.875
2149,sarsa,0.2,0.95,0.03,0.992,0.03,495.6855920000001,0.7946784922394678,463.0,18.933333333333334
2150,sarsa,0.2,0.95,0.03,0.992,0.03,306.0091560000003,0.7310155535224153,588.0,14.758333333333333
2151,sarsa,0.2,0.95,0.03,0.992,0.03,470.7036960000003,0.7697809566383549,515.0,17.8
2152,sarsa,0.2,0.95,0.03,0.992,0.03,489.6397000000002,0.776060070671378,507.0,18.958333333333332
2153,sarsa,0.2,0.95,0.03,0.992,0.03,502.2691359999999,0.7870572802798426,487.0,17.3
2154,sarsa,0.2,0.95,0.03,0.992,0.03,590.0144360000002,0.8243375858684985,358.0,21.258333333333333
2155,sarsa,0.2,0.95,0.03,0.992,0.03,588.917416,0.7929571489181162,488.0,15.883333333333333
2156,sarsa,0.2,0.95,0.03,0.992,0.03,618.589044,0.8489816194734228,304.0,19.825
2157,sarsa,0.2,0.95,0.03,0.992,0.03,270.42785600000013,0.7063331988705123,728.0,16.633333333333333
2158,sarsa,0.2,0.95,0.03,0.992,0.03,456.86326800000023,0.7409018987341772,655.0,15.525
2159,sarsa,0.2,0.95,0.03,0.992,0.03,697.2190880000006,0.8397118415128321,356.0,21.733333333333334
2160,sarsa,0.2,0.95,0.03,0.992,0.03,617.1327320000001,0.8167174575533305,421.0,16.975
2161,sarsa,0.2,0.95,0.03,0.992,0.03,784.2693400000003,0.8572710951526032,318.0,20.541666666666668
2162,sarsa,0.2,0.95,0.03,0.992,0.03,716.7956160000001,0.8398722627737226,351.0,19.633333333333333
2163,sarsa,0.2,0.95,0.03,0.992,0.03,618.3213679999999,0.7963488843813388,502.0,17.816666666666666
2164,sarsa,0.2,0.95,0.03,0.992,0.03,777.957524,0.8756575801052128,260.0,24.658333333333335
2165,sarsa,0.2,0.95,0.03,0.992,0.03,788.4479360000003,0.8865075499269361,233.0,23.133333333333333
2166,sarsa,0.2,0.95,0.03,0.992,0.03,689.0873399999999,0.852165725047081,314.0,28.958333333333332
2167,sarsa,0.2,0.95,0.03,0.992,0.03,764.3767479999999,0.9006211180124224,192.0,23.275
2168,sarsa,0.2,0.95,0.03,0.992,0.03,1056.9506000000001,0.9468085106382979,115.0,27.333333333333332
2169,sarsa,0.2,0.95,0.03,0.992,0.03,757.8880760000001,0.8476442095992954,346.0,18.675
2170,sarsa,0.2,0.95,0.03,0.992,0.03,732.841304,0.8701605288007555,275.0,25.95
2171,sarsa,0.2,0.95,0.03,0.992,0.03,726.6157280000001,0.8438612099644128,351.0,22.9
2172,sarsa,0.2,0.95,0.03,0.992,0.03,647.8824440000001,0.7811334824757643,587.0,18.575
2173,sarsa,0.2,0.95,0.03,0.992,0.03,610.4364760000002,0.7923452768729642,510.0,18.675
2174,sarsa,0.2,0.95,0.03,0.992,0.03,778.9599840000003,0.837956847203875,368.0,17.866666666666667
2175,sarsa,0.2,0.95,0.03,0.992,0.03,603.0347920000002,0.8389548693586698,339.0,24.35
2176,sarsa,0.2,0.95,0.03,0.992,0.03,571.36604,0.7909245122985581,493.0,20.75
2177,sarsa,0.2,0.95,0.03,0.992,0.03,464.1445040000002,0.7301587301587301,833.0,16.783333333333335
2178,sarsa,0.2,0.95,0.03,0.992,0.03,693.0048160000001,0.8345656192236599,358.0,23.8
2179,sarsa,0.2,0.95,0.03,0.992,0.03,582.8020160000003,0.7699149265274555,595.0,17.966666666666665
2180,sarsa,0.2,0.95,0.03,0.992,0.03,866.3128160000003,0.8935512367491166,241.0,22.133333333333333
2181,sarsa,0.2,0.95,0.03,0.992,0.03,402.9297960000002,0.7484981978374049,628.0,20.091666666666665
2182,sarsa,0.2,0.95,0.03,0.992,0.03,940.5081479999999,0.902676399026764,200.0,22.025
2183,sarsa,0.2,0.95,0.03,0.992,0.03,789.5475840000004,0.9026418786692759,199.0,31.2
2184,sarsa,0.2,0.95,0.03,0.992,0.03,454.3613160000001,0.7375279225614296,705.0,16.925
2185,sarsa,0.2,0.95,0.03,0.992,0.03,600.4975520000002,0.7876796714579055,517.0,21.933333333333334
2186,sarsa,0.2,0.95,0.03,0.992,0.03,600.2864240000004,0.7937828371278459,471.0,23.616666666666667
2187,sarsa,0.2,0.95,0.03,0.992,0.03,710.4350559999995,0.8211279461279462,425.0,19.133333333333333
2188,sarsa,0.2,0.95,0.03,0.992,0.03,371.25466400000016,0.7265225933202357,696.0,18.116666666666667
2189,sarsa,0.2,0.95,0.03,0.992,0.03,599.1049280000001,0.7779097387173397,561.0,20.4
2190,sarsa,0.2,0.95,0.03,0.992,0.03,716.1829919999998,0.8278538812785388,377.0,21.433333333333334
2191,sarsa,0.2,0.95,0.03,0.992,0.03,891.2894679999999,0.9205265724037055,163.0,28.441666666666666
2192,sarsa,0.2,0.95,0.03,0.992,0.03,681.431412,0.836921667430142,356.0,22.225
2193,sarsa,0.2,0.95,0.03,0.992,0.03,613.9746960000002,0.8059033989266547,434.0,20.716666666666665
2194,sarsa,0.2,0.95,0.03,0.992,0.03,618.9086640000002,0.8057906458797327,436.0,20.616666666666667
2195,sarsa,0.2,0.95,0.03,0.992,0.03,765.3176639999997,0.8676923076923077,301.0,23.533333333333335
2196,sarsa,0.2,0.95,0.03,0.992,0.03,818.1700079999997,0.903096903096903,194.0,23.983333333333334
2197,sarsa,0.2,0.95,0.03,0.992,0.03,718.9597080000003,0.8564705882352941,305.0,22.941666666666666
2198,sarsa,0.2,0.95,0.03,0.992,0.03,704.6756840000002,0.8115055079559363,462.0,17.658333333333335
2199,sarsa,0.2,0.95,0.03,0.992,0.03,849.0828880000001,0.9122893954410307,177.0,26.316666666666666
2200,sarsa,0.2,0.95,0.03,0.992,0.03,518.5210720000002,0.7807794508414526,495.0,22.1
2201,sarsa,0.2,0.95,0.03,0.992,0.03,671.9806639999999,0.8202054794520548,420.0,20.616666666666667
2202,sarsa,0.2,0.95,0.03,0.992,0.03,795.7426000000003,0.8554472233997457,341.0,21.25
2203,sarsa,0.2,0.95,0.03,0.992,0.03,729.348308,0.8301323090055485,398.0,17.525
2204,sarsa,0.2,0.95,0.03,0.992,0.03,804.4116600000002,0.8868844466114091,232.0,23.208333333333332
2205,sarsa,0.2,0.95,0.03,0.992,0.03,888.4250480000001,0.866885784716516,324.0,22.65
2206,sarsa,0.2,0.95,0.03,0.992,0.03,779.7326000000002,0.835383962664404,388.0,18.75
2207,sarsa,0.2,0.95,0.03,0.992,0.03,599.7385680000003,0.7878545745105873,531.0,19.483333333333334
2208,sarsa,0.2,0.95,0.03,0.992,0.03,729.0089400000003,0.8729547641963427,264.0,26.375
2209,sarsa,0.2,0.95,0.03,0.992,0.03,431.0643919999999,0.7465626161278335,682.0,16.85
2210,sarsa,0.2,0.95,0.03,0.992,0.03,563.6985279999999,0.8224390243902439,364.0,22.066666666666666
2211,sarsa,0.2,0.95,0.03,0.992,0.03,593.380308,0.7933275563258232,477.0,20.025
2212,sarsa,0.2,0.95,0.03,0.992,0.03,391.42908,0.7380763116057234,659.0,20.25
2213,sarsa,0.2,0.95,0.03,0.992,0.03,574.2584720000002,0.8113382899628253,406.0,20.016666666666666
2214,sarsa,0.2,0.95,0.03,0.992,0.03,764.6224440000003,0.8590233545647559,332.0,18.575
2215,sarsa,0.2,0.95,0.03,0.992,0.03,547.61918,0.7745302713987474,540.0,19.208333333333332
2216,sarsa,0.2,0.95,0.03,0.992,0.03,808.8120319999998,0.9032258064516129,192.0,26.766666666666666
2217,sarsa,0.2,0.95,0.03,0.992,0.03,682.9053719999997,0.8362109192720485,351.0,17.308333333333334
2218,sarsa,0.2,0.95,0.03,0.992,0.03,519.0074560000006,0.7697318007662836,601.0,17.466666666666665
2219,sarsa,0.2,0.95,0.03,0.992,0.03,539.770996,0.7912280701754386,476.0,19.258333333333333
2220,sarsa,0.2,0.95,0.03,0.992,0.03,711.6923040000001,0.8709036742800397,260.0,21.366666666666667
2221,sarsa,0.2,0.95,0.03,0.992,0.03,609.6987320000005,0.8068825910931174,477.0,18.641666666666666
2222,sarsa,0.2,0.95,0.03,0.992,0.03,804.3019800000004,0.8876080691642652,234.0,22.541666666666668
2223,sarsa,0.2,0.95,0.03,0.992,0.03,811.0877199999998,0.8465247087183608,382.0,19.75
2224,sarsa,0.2,0.95,0.03,0.992,0.03,735.9996720000004,0.8606032906764168,305.0,22.516666666666666
2225,sarsa,0.2,0.95,0.03,0.992,0.03,706.6468920000001,0.8598003629764065,309.0,24.975
2226,sarsa,0.2,0.95,0.03,0.992,0.03,624.4369319999997,0.812829525483304,426.0,21.558333333333334
2227,sarsa,0.2,0.95,0.03,0.992,0.03,533.1910200000002,0.7999098693105002,444.0,23.975
2228,sarsa,0.2,0.95,0.03,0.992,0.03,395.7073800000003,0.7326892109500805,664.0,18.791666666666668
2229,sarsa,0.2,0.95,0.03,0.992,0.03,757.2240879999999,0.8652900688298918,274.0,20.75
2230,sarsa,0.2,0.95,0.03,0.992,0.03,656.023956,0.8353510895883777,340.0,23.925
2231,sarsa,0.2,0.95,0.03,0.992,0.03,571.9582239999999,0.79314667781028,495.0,14.866666666666667
2232,sarsa,0.2,0.95,0.03,0.992,0.03,624.4716360000003,0.8172905525846702,410.0,18.758333333333333
2233,sarsa,0.2,0.95,0.03,0.992,0.03,563.5329959999999,0.7817109144542773,518.0,16.758333333333333
2234,sarsa,0.2,0.95,0.03,0.992,0.03,327.5437840000001,0.7392335045436587,660.0,13.283333333333333
2235,sarsa,0.2,0.95,0.03,0.992,0.03,591.1488600000002,0.7804,549.0,14.041666666666666
2236,sarsa,0.2,0.95,0.03,0.992,0.03,630.589844,0.8578811369509044,275.0,19.825
2237,sarsa,0.2,0.95,0.03,0.992,0.03,743.0666480000001,0.8581111613194758,314.0,18.483333333333334
2238,sarsa,0.2,0.95,0.03,0.992,0.03,739.7832799999996,0.8457423094070441,346.0,16.5
2239,sarsa,0.2,0.95,0.03,0.992,0.03,351.81617200000005,0.7166242269916333,779.0,13.975
2240,sarsa,0.2,0.95,0.03,0.992,0.03,637.9300880000001,0.8371040723981901,324.0,19.65
2241,sarsa,0.2,0.95,0.03,0.992,0.03,613.2029160000003,0.818620992534036,413.0,18.591666666666665
2242,sarsa,0.2,0.95,0.03,0.992,0.03,714.30838,0.8306997742663657,375.0,16.708333333333332
2243,sarsa,0.2,0.95,0.03,0.992,0.03,704.1137720000003,0.8318815331010453,386.0,17.308333333333334
2244,sarsa,0.2,0.95,0.03,0.992,0.03,710.9688280000001,0.8626400389673649,282.0,19.775
2245,sarsa,0.2,0.95,0.03,0.992,0.03,535.406344,0.8155963302752294,402.0,19.616666666666667
2246,sarsa,0.2,0.95,0.03,0.992,0.03,336.9493400000001,0.7231067961165049,713.0,12.208333333333334
2247,sarsa,0.2,0.95,0.03,0.992,0.03,593.4817360000001,0.804424778761062,442.0,19.383333333333333
2248,sarsa,0.2,0.95,0.03,0.992,0.03,408.3221720000001,0.7441130298273155,652.0,15.641666666666667
2249,sarsa,0.2,0.95,0.03,0.992,0.03,651.2253040000002,0.8099415204678363,455.0,18.45
2250,sarsa,0.2,0.95,0.03,0.992,0.03,440.4108080000001,0.7366638441998307,622.0,16.483333333333334
2251,sarsa,0.2,0.95,0.03,0.992,0.03,577.4120400000004,0.8069201196070056,452.0,19.083333333333332
2252,sarsa,0.2,0.95,0.03,0.992,0.03,476.1507680000001,0.7637292464878672,555.0,14.9
2253,sarsa,0.2,0.95,0.03,0.992,0.03,553.859532,0.8014946286781878,425.0,15.308333333333334
2254,sarsa,0.2,0.95,0.03,0.992,0.03,509.34860800000024,0.7819450501526385,500.0,18.566666666666666
2255,sarsa,0.2,0.95,0.03,0.992,0.03,200.81388800000002,0.6858558902020587,824.0,10.066666666666666
2256,sarsa,0.2,0.95,0.03,0.992,0.03,414.01559599999996,0.7581081081081081,537.0,14.675
2257,sarsa,0.2,0.95,0.03,0.992,0.03,440.2161319999999,0.7490729295426453,609.0,16.558333333333334
2258,sarsa,0.2,0.95,0.03,0.992,0.03,370.4963120000002,0.7549668874172185,518.0,13.683333333333334
2259,sarsa,0.2,0.95,0.03,0.992,0.03,64.80050800000012,0.6659776767259198,808.0,13.775
2260,sarsa,0.2,0.95,0.03,0.992,0.03,358.7054120000001,0.7038567493112947,860.0,13.891666666666667
2261,sarsa,0.2,0.95,0.03,0.992,0.03,574.7405640000005,0.8443723946271422,336.0,24.891666666666666
2262,sarsa,0.2,0.95,0.03,0.992,0.03,662.2901880000005,0.8595617529880478,282.0,25.275
2263,sarsa,0.2,0.95,0.03,0.992,0.03,590.480008,0.8147340889276373,425.0,18.15
2264,sarsa,0.2,0.95,0.03,0.992,0.03,360.75332000000003,0.7199367088607594,708.0,19.75
2265,sarsa,0.2,0.95,0.03,0.992,0.03,480.2582520000001,0.7877620881471973,496.0,17.141666666666666
2266,sarsa,0.2,0.95,0.03,0.992,0.03,183.87744800000002,0.6765664614270192,893.0,15.15
2267,sarsa,0.2,0.95,0.03,0.992,0.03,605.4167840000001,0.8170173833485819,400.0,26.2
2268,sarsa,0.2,0.95,0.03,0.992,0.03,824.2707479999998,0.8693877551020408,288.0,17.441666666666666
2269,sarsa,0.2,0.95,0.03,0.992,0.03,643.4039040000004,0.8854415274463007,240.0,23.866666666666667
2270,sarsa,0.2,0.95,0.03,0.992,0.03,762.1976560000002,0.8377118644067797,383.0,17.05
2271,sarsa,0.2,0.95,0.03,0.992,0.03,294.980304,0.716069271043093,705.0,14.7
2272,sarsa,0.2,0.95,0.03,0.992,0.03,363.685328,0.71850699844479,724.0,16.233333333333334
2273,sarsa,0.2,0.95,0.03,0.992,0.03,359.88258,0.7431891025641025,641.0,16.291666666666668
2274,sarsa,0.2,0.95,0.03,0.992,0.03,688.6106960000003,0.8494921514312096,326.0,19.883333333333333
2275,sarsa,0.2,0.95,0.03,0.992,0.03,485.6760280000003,0.7937814357567444,451.0,21.441666666666666
2276,sarsa,0.2,0.95,0.03,0.992,0.03,752.6611800000002,0.8726457399103139,284.0,22.541666666666668
2277,sarsa,0.2,0.95,0.03,0.992,0.03,638.5677600000004,0.8255915863277826,398.0,23.833333333333332
2278,sarsa,0.2,0.95,0.03,0.992,0.03,729.3147680000003,0.882439744220364,239.0,24.9
2279,sarsa,0.2,0.95,0.03,0.992,0.03,575.5578800000003,0.8166591217745586,405.0,23.583333333333332
2280,sarsa,0.2,0.95,0.03,0.992,0.03,670.673,0.8459495351925631,348.0,21.25
2281,sarsa,0.2,0.95,0.03,0.992,0.03,641.8419040000003,0.8467780429594272,321.0,20.533333333333335
2282,sarsa,0.2,0.95,0.03,0.992,0.03,605.0955840000003,0.7971198644642101,479.0,16.2
2283,sarsa,0.2,0.95,0.03,0.992,0.03,463.75171200000034,0.7667076670766708,569.0,17.433333333333334
2284,sarsa,0.2,0.95,0.03,0.992,0.03,385.7166000000001,0.7405791352637842,654.0,16.25
2285,sarsa,0.2,0.95,0.03,0.992,0.03,595.095332,0.8304066543438078,367.0,19.891666666666666
2286,sarsa,0.2,0.95,0.03,0.992,0.03,476.21448000000026,0.8170557408289661,384.0,21.5
2287,sarsa,0.2,0.95,0.03,0.992,0.03,543.8865320000002,0.7961205117622782,494.0,19.891666666666666
2288,sarsa,0.2,0.95,0.03,0.992,0.03,383.8961160000001,0.734375,714.0,15.258333333333333
2289,sarsa,0.2,0.95,0.03,0.992,0.03,456.5433160000001,0.7801667397981571,501.0,17.758333333333333
2290,sarsa,0.2,0.95,0.03,0.992,0.03,515.3413639999999,0.8124448367166813,425.0,20.825
2291,sarsa,0.2,0.95,0.03,0.992,0.03,599.2311400000004,0.8025531914893617,464.0,15.958333333333334
2292,sarsa,0.2,0.95,0.03,0.992,0.03,583.1289120000001,0.8341968911917098,352.0,18.266666666666666
2293,sarsa,0.2,0.95,0.03,0.992,0.03,507.1688360000003,0.7633674630261661,624.0,18.758333333333333
2294,sarsa,0.2,0.95,0.03,0.992,0.03,394.8345440000002,0.7530766177054387,622.0,17.533333333333335
2295,sarsa,0.2,0.95,0.03,0.992,0.03,452.48933600000043,0.7848731884057971,475.0,19.383333333333333
2296,sarsa,0.2,0.95,0.03,0.992,0.03,438.6820680000002,0.7747454175152749,553.0,18.025
2297,sarsa,0.2,0.95,0.03,0.992,0.03,681.7287039999998,0.8661604176554343,282.0,25.533333333333335
2298,sarsa,0.2,0.95,0.03,0.992,0.03,335.69596800000016,0.7522206638616176,530.0,13.233333333333333
2299,sarsa,0.2,0.95,0.03,0.992,0.03,470.05577600000004,0.7587025316455697,610.0,15.133333333333333
2300,sarsa,0.2,0.95,0.03,0.992,0.03,494.90684800000037,0.7826797385620915,532.0,17.233333333333334
2301,sarsa,0.2,0.95,0.03,0.992,0.03,345.7005000000002,0.7493551160791058,583.0,16.458333333333332
2302,sarsa,0.2,0.95,0.03,0.992,0.03,513.6732920000002,0.7876923076923077,483.0,18.308333333333334
2303,sarsa,0.2,0.95,0.03,0.992,0.03,480.755,0.7831533477321814,502.0,18.75
2304,sarsa,0.2,0.95,0.03,0.992,0.03,444.72016399999995,0.7471218737594283,637.0,17.491666666666667
2305,sarsa,0.2,0.95,0.03,0.992,0.03,487.54926799999987,0.7996492766330556,457.0,20.525
2306,sarsa,0.2,0.95,0.03,0.992,0.03,589.7966,0.7964926590538336,499.0,18.75
2307,sarsa,0.2,0.95,0.03,0.992,0.03,552.6917199999998,0.8003391267486223,471.0,16.416666666666668
2308,sarsa,0.2,0.95,0.03,0.992,0.03,600.7370639999999,0.8468688845401174,313.0,19.783333333333335
2309,sarsa,0.2,0.95,0.03,0.992,0.03,721.0397920000001,0.8589269195189639,305.0,16.433333333333334
2310,sarsa,0.2,0.95,0.03,0.992,0.03,650.8377280000003,0.812,423.0,18.733333333333334
2311,sarsa,0.2,0.95,0.03,0.992,0.03,462.2342360000001,0.7866242038216561,469.0,19.175
2312,sarsa,0.2,0.95,0.03,0.992,0.03,473.76098000000036,0.7664146438519698,587.0,17.125
2313,sarsa,0.2,0.95,0.03,0.992,0.03,613.0244519999999,0.812,423.0,21.725
2314,sarsa,0.2,0.95,0.03,0.992,0.03,553.4051720000002,0.7915855083755357,535.0,17.725
2315,sarsa,0.2,0.95,0.03,0.992,0.03,503.0803160000002,0.7550874687611567,686.0,16.508333333333333
2316,sarsa,0.2,0.95,0.03,0.992,0.03,724.926584,0.8843474222015791,249.0,23.283333333333335
2317,sarsa,0.2,0.95,0.03,0.992,0.03,682.5470680000001,0.8276010318142735,401.0,21.775
2318,sarsa,0.2,0.95,0.03,0.992,0.03,732.7682960000001,0.8623055809698079,301.0,20.716666666666665
2319,sarsa,0.2,0.95,0.03,0.992,0.03,686.2419280000001,0.8618711385701677,313.0,22.483333333333334
2320,sarsa,0.2,0.95,0.03,0.992,0.03,677.9691280000004,0.8605947955390335,300.0,23.316666666666666
2321,sarsa,0.2,0.95,0.03,0.992,0.03,849.0422959999999,0.9052302190433617,212.0,25.716666666666665
2322,sarsa,0.2,0.95,0.03,0.992,0.03,764.6794719999995,0.8905967450271248,242.0,27.1
2323,sarsa,0.2,0.95,0.03,0.992,0.03,656.6427080000003,0.8122714343762698,462.0,20.025
2324,sarsa,0.2,0.95,0.03,0.992,0.03,738.2536280000003,0.8890456041372825,236.0,26.925
2325,sarsa,0.2,0.95,0.03,0.992,0.03,754.427136,0.8527066722618548,351.0,21.466666666666665
2326,sarsa,0.2,0.95,0.03,0.992,0.03,730.3901040000002,0.8688130706391158,273.0,25.116666666666667
2327,sarsa,0.2,0.95,0.03,0.992,0.03,569.4031360000004,0.7956857956857957,502.0,21.466666666666665
2328,sarsa,0.2,0.95,0.03,0.992,0.03,549.4031280000002,0.8228931951329428,393.0,19.983333333333334
2329,sarsa,0.2,0.95,0.03,0.992,0.03,733.6717840000003,0.8664192949907236,288.0,19.95
2330,sarsa,0.2,0.95,0.03,0.992,0.03,531.616112,0.8071334214002642,438.0,19.933333333333334
2331,sarsa,0.2,0.95,0.03,0.992,0.03,357.8900000000004,0.7453556864521975,562.0,10.833333333333334
2332,sarsa,0.2,0.95,0.03,0.992,0.03,205.1093399999999,0.6988817891373802,754.0,14.708333333333334
2333,sarsa,0.2,0.95,0.03,0.992,0.03,374.3701280000002,0.7523605150214592,577.0,17.9
2334,sarsa,0.2,0.95,0.03,0.992,0.03,303.5707360000002,0.7341329335332334,532.0,16.466666666666665
2335,sarsa,0.2,0.95,0.03,0.992,0.03,580.7764039999997,0.828649138712602,378.0,20.325
2336,sarsa,0.2,0.95,0.03,0.992,0.03,422.44755600000036,0.7583781547372777,584.0,17.258333333333333
2337,sarsa,0.2,0.95,0.03,0.992,0.03,815.2793920000001,0.8653679653679653,311.0,16.433333333333334
2338,sarsa,0.2,0.95,0.03,0.992,0.03,466.48248400000017,0.7669793621013133,621.0,20.991666666666667
2339,sarsa,0.2,0.95,0.03,0.992,0.03,634.70326,0.8095803642121931,481.0,20.708333333333332
2340,sarsa,0.2,0.95,0.03,0.992,0.03,508.9167640000003,0.7962641181581234,469.0,18.741666666666667
2341,sarsa,0.2,0.95,0.03,0.992,0.03,647.0670679999998,0.838591678097851,353.0,15.941666666666666
2342,sarsa,0.2,0.95,0.03,0.992,0.03,564.6987840000003,0.7940298507462686,483.0,12.033333333333333
2343,sarsa,0.2,0.95,0.03,0.992,0.03,552.8166440000003,0.8073136427566807,411.0,15.658333333333333
2344,sarsa,0.2,0.95,0.03,0.992,0.03,365.948584,0.7612790188348664,545.0,17.45
2345,sarsa,0.2,0.95,0.03,0.992,0.03,491.8946719999999,0.7919930374238469,478.0,14.6
2346,sarsa,0.2,0.95,0.03,0.992,0.03,277.7312640000001,0.7062652563059398,722.0,11.033333333333333
2347,sarsa,0.2,0.95,0.03,0.992,0.03,277.9607680000002,0.7339331619537275,621.0,12.4
2348,sarsa,0.2,0.95,0.03,0.992,0.03,299.32704,0.7044609665427509,795.0,9.5
2349,sarsa,0.2,0.95,0.03,0.992,0.03,196.98615200000006,0.6994313566206336,740.0,13.183333333333334
2350,sarsa,0.2,0.95,0.03,0.992,0.03,233.15826000000013,0.7175324675324676,609.0,11.125
2351,sarsa,0.2,0.95,0.03,0.992,0.03,248.36863999999983,0.7170880557977333,649.0,12.0
2352,sarsa,0.2,0.95,0.03,0.992,0.03,424.3046400000002,0.7534246575342466,594.0,13.666666666666666
2353,sarsa,0.2,0.95,0.03,0.992,0.03,204.28490000000005,0.7135325131810193,652.0,15.625
2354,sarsa,0.2,0.95,0.03,0.992,0.03,338.09172800000044,0.7441150828247602,587.0,15.4
2355,sarsa,0.2,0.95,0.03,0.992,0.03,461.2054760000001,0.7801784875528417,468.0,23.775
2356,sarsa,0.2,0.95,0.03,0.992,0.03,518.3808200000001,0.8043676069153776,430.0,19.958333333333332
2357,sarsa,0.2,0.95,0.03,0.992,0.03,173.6775960000001,0.7002467105263158,729.0,15.508333333333333
2358,sarsa,0.2,0.95,0.03,0.992,0.03,450.3846800000001,0.794256120527307,437.0,17.75
2359,sarsa,0.2,0.95,0.03,0.992,0.03,431.74408399999993,0.7777272727272727,489.0,17.658333333333335
2360,sarsa,0.2,0.95,0.03,0.992,0.03,225.20535600000017,0.7177263969171483,586.0,13.508333333333333
2361,sarsa,0.2,0.95,0.03,0.992,0.03,67.85352800000013,0.6795207787345563,856.0,11.65
2362,sarsa,0.2,0.95,0.03,0.992,0.03,287.6660680000002,0.7058106460788297,724.0,13.025
2363,sarsa,0.2,0.95,0.03,0.992,0.03,-94.57837599999989,0.6168183788469874,884.0,10.283333333333333
2364,sarsa,0.2,0.95,0.03,0.992,0.03,486.208048,0.7651704073150457,565.0,18.9
2365,sarsa,0.2,0.95,0.03,0.992,0.03,557.258132,0.827552515876893,353.0,24.891666666666666
2366,sarsa,0.2,0.95,0.03,0.992,0.03,429.1172200000001,0.7693357597816196,507.0,16.625
2367,sarsa,0.2,0.95,0.03,0.992,0.03,410.91801600000014,0.7622222222222222,535.0,16.3
2368,sarsa,0.2,0.95,0.03,0.992,0.03,16.207168000000024,0.6534322820037106,934.0,15.733333333333333
2369,sarsa,0.2,0.95,0.03,0.992,0.03,453.61107599999997,0.782276203328835,484.0,21.591666666666665
2370,sarsa,0.2,0.95,0.03,0.992,0.03,216.856664,0.7111479486116867,697.0,16.45
2371,sarsa,0.2,0.95,0.03,0.992,0.03,539.4420000000001,0.7930263746088512,463.0,18.333333333333332
2372,sarsa,0.2,0.95,0.03,0.992,0.03,394.5491520000003,0.7549978732454274,576.0,20.266666666666666
2373,sarsa,0.2,0.95,0.03,0.992,0.03,493.97234800000024,0.7900443568260227,426.0,19.941666666666666
2374,sarsa,0.2,0.95,0.03,0.992,0.03,452.7361120000001,0.7830233667143538,455.0,17.433333333333334
2375,sarsa,0.2,0.95,0.03,0.992,0.03,218.22655600000036,0.7285908473040327,599.0,14.341666666666667
2376,sarsa,0.2,0.95,0.03,0.992,0.03,177.1344640000002,0.6693786982248521,894.0,13.533333333333333
2377,sarsa,0.2,0.95,0.03,0.992,0.03,255.67284800000024,0.7159740754860846,745.0,15.566666666666666
2378,sarsa,0.2,0.95,0.03,0.992,0.03,361.0188280000001,0.7387862796833773,594.0,11.441666666666666
2379,sarsa,0.2,0.95,0.03,0.992,0.03,111.95066,0.6942148760330579,703.0,12.791666666666666
2380,sarsa,0.2,0.95,0.03,0.992,0.03,137.49142000000018,0.6963350785340314,696.0,17.875
2381,sarsa,0.2,0.95,0.03,0.992,0.03,110.73351200000022,0.6570397111913358,760.0,10.35
2382,sarsa,0.2,0.95,0.03,0.992,0.03,336.10280800000015,0.7357706688824263,636.0,12.316666666666666
2383,sarsa,0.2,0.95,0.03,0.992,0.03,43.51535600000007,0.6534237726098191,1073.0,11.008333333333333
2384,sarsa,0.2,0.95,0.03,0.992,0.03,126.76217600000007,0.7061384414453635,675.0,14.3
2385,sarsa,0.2,0.95,0.03,0.992,0.03,278.20433599999996,0.7056352817640882,841.0,13.966666666666667
2386,sarsa,0.2,0.95,0.03,0.992,0.03,148.99428800000015,0.7047366091190792,667.0,12.566666666666666
2387,sarsa,0.2,0.95,0.03,0.992,0.03,-304.4573359999999,0.5741472172351885,1186.0,11.45
2388,sarsa,0.2,0.95,0.03,0.992,0.03,260.1044920000003,0.7278056951423786,650.0,14.141666666666667
2389,sarsa,0.2,0.95,0.03,0.992,0.03,175.42940800000014,0.6817269076305221,951.0,11.066666666666666
2390,sarsa,0.2,0.95,0.03,0.992,0.03,507.76468800000043,0.7952755905511811,468.0,16.733333333333334
