episode,algorithm,alpha,gamma,epsilon_min,epsilon_decay,epsilon,return,fill_rate,lost_sales,avg_inventory
1684,q_learning,0.2,0.99,0.03,0.999,0.18547363030035163,960.2443440000004,0.9380305602716469,146.0,45.483333333333334
1685,q_learning,0.2,0.99,0.03,0.999,0.18528815667005127,745.2440560000001,0.9477806788511749,140.0,63.06666666666667
1686,q_learning,0.2,0.99,0.03,0.999,0.18510286851338123,679.5798480000005,0.9271916790490342,196.0,60.95
1687,q_learning,0.2,0.99,0.03,0.999,0.18491776564486784,388.5825640000002,0.9807032590051458,45.0,93.95833333333333
1688,q_learning,0.2,0.99,0.03,0.999,0.18473284787922298,931.1599400000003,0.9917962003454232,19.0,53.175
1689,q_learning,0.2,0.99,0.03,0.999,0.18454811503134375,752.5018760000004,0.9840496233938857,36.0,68.29166666666667
1690,q_learning,0.2,0.99,0.03,0.999,0.18436356691631242,153.64383600000028,0.9301948051948052,172.0,82.90833333333333
1691,q_learning,0.2,0.99,0.03,0.999,0.1841792033493961,1030.4574600000003,0.8836740570112295,404.0,37.25833333333333
1692,q_learning,0.2,0.99,0.03,0.999,0.1839950241460467,880.6469240000004,0.9440242057488654,148.0,55.475
1693,q_learning,0.2,0.99,0.03,0.999,0.18381102912190067,782.4864200000003,0.9825902335456476,41.0,63.325
1694,q_learning,0.2,0.99,0.03,0.999,0.18362721809277877,794.337508,0.8879374534623976,301.0,39.65833333333333
1695,q_learning,0.2,0.99,0.03,0.999,0.18344359087468598,1148.9955920000002,0.928228021978022,209.0,41.93333333333333
1696,q_learning,0.2,0.99,0.03,0.999,0.1832601472838113,863.9276360000003,0.8496770405167352,512.0,42.525
1697,q_learning,0.2,0.99,0.03,0.999,0.18307688713652748,966.2662479999999,0.9393526405451448,178.0,56.0
1698,q_learning,0.2,0.99,0.03,0.999,0.18289381024939094,971.8967800000003,0.8945054945054945,336.0,48.141666666666666
1699,q_learning,0.2,0.99,0.03,0.999,0.18271091643914156,807.6463479999999,0.9681945743685687,68.0,65.55833333333334
1700,q_learning,0.2,0.99,0.03,0.999,0.18252820552270244,912.3910200000001,0.9526474386569092,110.0,55.141666666666666
1701,q_learning,0.2,0.99,0.03,0.999,0.1823456773171797,1038.8588680000007,0.9885556432517758,29.0,59.25833333333333
1702,q_learning,0.2,0.99,0.03,0.999,0.18216333163986254,897.3305880000001,0.9558296856346996,111.0,57.05833333333333
1703,q_learning,0.2,0.99,0.03,0.999,0.18198116830822267,901.0166120000005,0.9613914373088684,101.0,70.45833333333333
1704,q_learning,0.2,0.99,0.03,0.999,0.18179918713991444,723.7757240000001,0.9656009712666936,85.0,72.79166666666667
1705,q_learning,0.2,0.99,0.03,0.999,0.18161738795277454,586.3268360000004,0.9229157938835358,184.0,67.225
1706,q_learning,0.2,0.99,0.03,0.999,0.18143577056482177,895.0029,0.9450309428467419,151.0,60.325
1707,q_learning,0.2,0.99,0.03,0.999,0.18125433479425695,781.9433120000003,0.976326530612245,58.0,68.15
1708,q_learning,0.2,0.99,0.03,0.999,0.1810730804594627,720.6347640000002,0.745194361384024,1193.0,11.241666666666667
1709,q_learning,0.2,0.99,0.03,0.999,0.1808920073790032,871.775464,0.9238521836506159,204.0,48.43333333333333
1710,q_learning,0.2,0.99,0.03,0.999,0.1807111153716242,771.9263679999999,0.8605290278254896,406.0,46.88333333333333
1711,q_learning,0.2,0.99,0.03,0.999,0.1805304042562526,717.5780480000005,0.8856447688564477,329.0,48.88333333333333
1712,q_learning,0.2,0.99,0.03,0.999,0.18034987385199633,728.6002440000002,0.8047690014903129,655.0,28.158333333333335
1713,q_learning,0.2,0.99,0.03,0.999,0.18016952397814434,763.9944000000003,0.929866036249015,178.0,58.916666666666664
1714,q_learning,0.2,0.99,0.03,0.999,0.1799893544541662,858.1757600000007,0.9351630867143994,163.0,57.36666666666667
1715,q_learning,0.2,0.99,0.03,0.999,0.17980936509971204,1040.0692960000001,0.900177619893428,281.0,42.06666666666667
1716,q_learning,0.2,0.99,0.03,0.999,0.1796295557346123,516.2102480000001,0.9122434536447275,248.0,62.2
1717,q_learning,0.2,0.99,0.03,0.999,0.1794499261788777,742.02746,0.7643238227789376,1016.0,15.291666666666666
1718,q_learning,0.2,0.99,0.03,0.999,0.17927047625269885,327.03605600000014,0.9353628023352794,155.0,82.46666666666667
1719,q_learning,0.2,0.99,0.03,0.999,0.17909120577644613,750.6944599999997,1.0,0.0,80.24166666666666
1720,q_learning,0.2,0.99,0.03,0.999,0.1789121145706697,838.6976640000003,0.9192982456140351,230.0,53.46666666666667
1721,q_learning,0.2,0.99,0.03,0.999,0.17873320245609903,702.3886880000005,0.9364322606277314,160.0,73.33333333333333
1722,q_learning,0.2,0.99,0.03,0.999,0.1785544692536429,804.232256,0.7557334487234963,1129.0,15.8
1723,q_learning,0.2,0.99,0.03,0.999,0.17837591478438927,753.5766120000001,0.8103170338527673,706.0,32.391666666666666
1724,q_learning,0.2,0.99,0.03,0.999,0.17819753886960488,918.7406120000003,0.9896507115135834,24.0,70.925
1725,q_learning,0.2,0.99,0.03,0.999,0.17801934133073527,969.053676,0.8392568659127625,597.0,28.675
1726,q_learning,0.2,0.99,0.03,0.999,0.17784132198940455,847.8778880000002,0.9832335329341317,42.0,78.01666666666667
1727,q_learning,0.2,0.99,0.03,0.999,0.17766348066741514,611.5146000000003,0.7914929107589658,750.0,30.25
1728,q_learning,0.2,0.99,0.03,0.999,0.17748581718674772,581.2696520000002,0.8797814207650273,352.0,64.95833333333333
1729,q_learning,0.2,0.99,0.03,0.999,0.17730833136956098,627.2898440000002,0.9698924731182795,70.0,79.80833333333334
1730,q_learning,0.2,0.99,0.03,0.999,0.17713102303819142,1164.1640559999998,0.9537953795379538,126.0,51.38333333333333
1731,q_learning,0.2,0.99,0.03,0.999,0.1769538920151532,1079.1222440000006,0.849584487534626,543.0,37.19166666666667
1732,q_learning,0.2,0.99,0.03,0.999,0.17677693812313808,602.5255160000002,0.9942932396839332,13.0,88.25833333333334
1733,q_learning,0.2,0.99,0.03,0.999,0.17660016118501493,957.9543600000001,0.8229755178907722,658.0,21.75
1734,q_learning,0.2,0.99,0.03,0.999,0.17642356102382992,199.87598800000018,1.0,0.0,105.225
1735,q_learning,0.2,0.99,0.03,0.999,0.1762471374628061,416.2729640000002,0.8867778208607987,292.0,73.275
1736,q_learning,0.2,0.99,0.03,0.999,0.1760708903253433,949.9000040000002,0.9799498746867168,48.0,61.858333333333334
1737,q_learning,0.2,0.99,0.03,0.999,0.17589481943501795,70.52160800000017,0.9845722300140253,33.0,101.66666666666667
1738,q_learning,0.2,0.99,0.03,0.999,0.17571892461558292,970.6070640000002,0.9875801282051282,31.0,63.21666666666667
1739,q_learning,0.2,0.99,0.03,0.999,0.17554320569096735,1092.5571920000002,0.8909751665657177,360.0,40.016666666666666
1740,q_learning,0.2,0.99,0.03,0.999,0.17536766248527638,836.8176719999999,0.9853556485355649,35.0,76.53333333333333
1741,q_learning,0.2,0.99,0.03,0.999,0.17519229482279108,556.4890080000001,0.9978786593126856,5.0,93.83333333333333
1742,q_learning,0.2,0.99,0.03,0.999,0.1750171025279683,946.3806520000003,0.9323925172300623,206.0,51.375
1743,q_learning,0.2,0.99,0.03,0.999,0.17484208542544033,678.4522360000003,0.8783321941216679,356.0,61.391666666666666
1744,q_learning,0.2,0.99,0.03,0.999,0.1746672433400149,424.9229239999999,0.8363575268817204,487.0,58.075
1745,q_learning,0.2,0.99,0.03,0.999,0.17449257609667487,1172.7297520000002,0.9466019417475728,165.0,48.016666666666666
1746,q_learning,0.2,0.99,0.03,0.999,0.1743180835205782,646.93222,0.9897260273972602,24.0,76.44166666666666
1747,q_learning,0.2,0.99,0.03,0.999,0.17414376543705762,908.75628,0.9456699346405228,133.0,60.6
1748,q_learning,0.2,0.99,0.03,0.999,0.17396962167162056,936.2259799999997,0.9855725879170424,32.0,63.40833333333333
1749,q_learning,0.2,0.99,0.03,0.999,0.17379565204994896,710.9698560000004,0.9935233160621761,15.0,84.0
1750,q_learning,0.2,0.99,0.03,0.999,0.173621856397899,1056.780428,0.9887733887733888,27.0,69.525
1751,q_learning,0.2,0.99,0.03,0.999,0.1734482345415011,1002.3256880000004,0.9949612403100775,13.0,57.93333333333333
1752,q_learning,0.2,0.99,0.03,0.999,0.17327478630695958,974.6350559999997,0.9240418118466899,218.0,52.75
1753,q_learning,0.2,0.99,0.03,0.999,0.17310151152065265,538.7160600000003,0.7548148148148148,993.0,24.275
1754,q_learning,0.2,0.99,0.03,0.999,0.17292841000913198,1192.4363600000004,1.0,0.0,63.083333333333336
1755,q_learning,0.2,0.99,0.03,0.999,0.17275548159912285,596.1834920000005,0.827922077922078,583.0,53.141666666666666
1756,q_learning,0.2,0.99,0.03,0.999,0.17258272611752373,973.9799120000001,0.9409685401201838,167.0,62.766666666666666
1757,q_learning,0.2,0.99,0.03,0.999,0.1724101433914062,914.2701360000003,0.9595998460946518,105.0,65.28333333333333
1758,q_learning,0.2,0.99,0.03,0.999,0.1722377332480148,838.1312200000002,0.8719153936545241,436.0,54.541666666666664
1759,q_learning,0.2,0.99,0.03,0.999,0.17206549551476677,750.8108920000003,0.9019028871391076,299.0,70.44166666666666
1760,q_learning,0.2,0.99,0.03,0.999,0.171893430019252,466.0152320000001,0.9860869565217392,32.0,89.25
1761,q_learning,0.2,0.99,0.03,0.999,0.17172153658923275,1261.337404,0.9102157360406091,283.0,34.075
1762,q_learning,0.2,0.99,0.03,0.999,0.17154981505264352,822.8253320000005,0.8506352649519677,482.0,50.075
1763,q_learning,0.2,0.99,0.03,0.999,0.1713782652375909,826.9120560000002,0.9816895547232626,44.0,71.11666666666666
1764,q_learning,0.2,0.99,0.03,0.999,0.17120688697235328,550.7134399999998,0.9436619718309859,148.0,73.6
1765,q_learning,0.2,0.99,0.03,0.999,0.17103568008538095,951.4589639999998,0.8939759036144578,352.0,47.791666666666664
1766,q_learning,0.2,0.99,0.03,0.999,0.17086464440529556,1021.3286320000005,0.9893977947413062,25.0,64.51666666666667
1767,q_learning,0.2,0.99,0.03,0.999,0.17069377976089026,1196.3329360000002,0.9638336347197106,100.0,64.8
1768,q_learning,0.2,0.99,0.03,0.999,0.17052308598112936,961.2575639999997,0.9754260800634166,62.0,74.60833333333333
1769,q_learning,0.2,0.99,0.03,0.999,0.17035256289514825,944.3337440000001,0.8882815169115135,327.0,41.583333333333336
1770,q_learning,0.2,0.99,0.03,0.999,0.1701822103322531,577.8223320000004,0.9309060819197352,167.0,63.94166666666667
1771,q_learning,0.2,0.99,0.03,0.999,0.17001202812192084,715.758188,0.9901129943502824,21.0,80.90833333333333
1772,q_learning,0.2,0.99,0.03,0.999,0.16984201609379893,1314.6206040000002,0.896239363162229,378.0,32.925
1773,q_learning,0.2,0.99,0.03,0.999,0.16967217407770513,732.6315560000005,0.8160351455244371,670.0,46.25833333333333
1774,q_learning,0.2,0.99,0.03,0.999,0.16950250190362742,895.3080040000002,0.9772459788152217,58.0,71.925
1775,q_learning,0.2,0.99,0.03,0.999,0.1693329994017238,463.8316680000002,0.8194626474442989,551.0,44.225
1776,q_learning,0.2,0.99,0.03,0.999,0.16916366640232205,619.9908000000004,1.0,0.0,83.46666666666667
1777,q_learning,0.2,0.99,0.03,0.999,0.16899450273591973,612.1288160000001,0.8400893712097032,501.0,58.46666666666667
1778,q_learning,0.2,0.99,0.03,0.999,0.16882550823318382,919.5111760000002,0.9309687261632341,181.0,76.21666666666667
1779,q_learning,0.2,0.99,0.03,0.999,0.16865668272495063,935.8892720000002,0.9419937478291073,167.0,58.833333333333336
1780,q_learning,0.2,0.99,0.03,0.999,0.16848802604222568,700.6115760000001,0.9866494401378122,31.0,73.76666666666667
1781,q_learning,0.2,0.99,0.03,0.999,0.16831953801618346,626.3391200000001,1.0,0.0,78.86666666666666
1782,q_learning,0.2,0.99,0.03,0.999,0.16815121847816727,915.049164,0.9592,102.0,66.50833333333334
1783,q_learning,0.2,0.99,0.03,0.999,0.16798306725968912,912.7982240000001,0.9809782608695652,49.0,74.66666666666667
1784,q_learning,0.2,0.99,0.03,0.999,0.16781508419242944,709.5344160000002,0.9394555058919138,149.0,73.93333333333334
1785,q_learning,0.2,0.99,0.03,0.999,0.167647269108237,1131.2659799999997,0.9785714285714285,57.0,63.725
1786,q_learning,0.2,0.99,0.03,0.999,0.16747962183912876,836.8204920000003,0.920392584514722,219.0,66.29166666666667
1787,q_learning,0.2,0.99,0.03,0.999,0.16731214221728963,672.1770679999998,0.8603810775295664,425.0,53.74166666666667
1788,q_learning,0.2,0.99,0.03,0.999,0.16714483007507233,733.7152120000001,0.8248490077653149,609.0,40.15833333333333
1789,q_learning,0.2,0.99,0.03,0.999,0.16697768524499726,523.5972520000005,0.9409888357256778,148.0,69.475
1790,q_learning,0.2,0.99,0.03,0.999,0.16681070755975227,731.9150320000002,0.8148250971682399,667.0,33.25
1791,q_learning,0.2,0.99,0.03,0.999,0.16664389685219252,723.7381840000003,0.918075911311537,218.0,71.65
1792,q_learning,0.2,0.99,0.03,0.999,0.16647725295534033,875.6066120000005,1.0,0.0,84.55833333333334
1793,q_learning,0.2,0.99,0.03,0.999,0.16631077570238498,672.8278000000001,0.7970448843044327,728.0,38.483333333333334
1794,q_learning,0.2,0.99,0.03,0.999,0.1661444649266826,961.8385999999999,0.9300184162062615,190.0,56.13333333333333
1795,q_learning,0.2,0.99,0.03,0.999,0.16597832046175592,950.4216320000003,0.959718420023465,103.0,74.95
1796,q_learning,0.2,0.99,0.03,0.999,0.16581234214129417,789.8297560000001,0.8048263060196235,736.0,30.175
1797,q_learning,0.2,0.99,0.03,0.999,0.16564652979915287,762.0030080000001,0.9729064039408867,66.0,82.11666666666666
1798,q_learning,0.2,0.99,0.03,0.999,0.1654808832693537,459.4487920000005,0.8117283950617284,610.0,54.85
1799,q_learning,0.2,0.99,0.03,0.999,0.16531540238608436,737.4766360000003,0.9913162705667276,19.0,82.175
1800,q_learning,0.2,0.99,0.03,0.999,0.16515008698369826,1030.8533000000004,0.8645327236353244,474.0,29.791666666666668
1801,q_learning,0.2,0.99,0.03,0.999,0.16498493689671456,768.1607400000003,0.8934256055363322,308.0,53.391666666666666
1802,q_learning,0.2,0.99,0.03,0.999,0.16481995195981786,911.8465160000001,0.9836065573770492,40.0,66.64166666666667
1803,q_learning,0.2,0.99,0.03,0.999,0.16465513200785803,1107.6016160000004,0.9643251195292387,97.0,57.5
1804,q_learning,0.2,0.99,0.03,0.999,0.1644904768758502,1257.358768,0.8840579710144928,416.0,26.566666666666666
1805,q_learning,0.2,0.99,0.03,0.999,0.16432598639897433,824.0247560000001,0.8793430195830702,382.0,53.725
1806,q_learning,0.2,0.99,0.03,0.999,0.16416166041257535,1016.7354400000002,0.9083898827884023,297.0,48.06666666666667
1807,q_learning,0.2,0.99,0.03,0.999,0.1639974987521628,767.6357040000003,0.9597138554216867,107.0,77.86666666666666
1808,q_learning,0.2,0.99,0.03,0.999,0.16383350125341062,959.779192,0.9740575597892177,64.0,64.2
1809,q_learning,0.2,0.99,0.03,0.999,0.16366966775215722,968.0910760000005,0.8333333333333334,635.0,37.49166666666667
1810,q_learning,0.2,0.99,0.03,0.999,0.16350599808440505,1188.7902119999997,0.8414750957854407,662.0,24.725
1811,q_learning,0.2,0.99,0.03,0.999,0.16334249208632065,775.6866399999999,0.9334126040428062,168.0,54.75
1812,q_learning,0.2,0.99,0.03,0.999,0.16317914959423432,689.8756440000001,0.9473290997385133,141.0,59.90833333333333
1813,q_learning,0.2,0.99,0.03,0.999,0.16301597044464008,792.146732,0.9338491295938104,171.0,58.475
1814,q_learning,0.2,0.99,0.03,0.999,0.16285295447419545,911.4806160000002,0.8464052287581699,517.0,34.21666666666667
1815,q_learning,0.2,0.99,0.03,0.999,0.16269010151972127,981.9371600000007,0.953654860587792,123.0,50.916666666666664
1816,q_learning,0.2,0.99,0.03,0.999,0.16252741141820154,630.8132520000004,0.7640975129278503,958.0,20.891666666666666
1817,q_learning,0.2,0.99,0.03,0.999,0.16236488400678334,994.2218880000001,0.9584592145015106,110.0,60.666666666666664
1818,q_learning,0.2,0.99,0.03,0.999,0.16220251912277656,887.2851720000002,0.8489568845618916,543.0,43.30833333333333
1819,q_learning,0.2,0.99,0.03,0.999,0.16204031660365378,758.2773280000004,0.8939547450185749,314.0,61.61666666666667
1820,q_learning,0.2,0.99,0.03,0.999,0.16187827628705012,1126.6992520000003,0.98,53.0,58.891666666666666
1821,q_learning,0.2,0.99,0.03,0.999,0.16171639801076307,604.5394160000002,0.9399018806214228,147.0,69.66666666666667
1822,q_learning,0.2,0.99,0.03,0.999,0.1615546816127523,739.5302080000001,0.800978792822186,732.0,35.93333333333333
1823,q_learning,0.2,0.99,0.03,0.999,0.16139312693113955,691.009444,0.9764065335753176,52.0,63.041666666666664
1824,q_learning,0.2,0.99,0.03,0.999,0.1612317338042084,1091.681436,0.938382099827883,179.0,47.975
1825,q_learning,0.2,0.99,0.03,0.999,0.16107050207040421,883.4402280000002,0.9580814187827489,104.0,69.925
1826,q_learning,0.2,0.99,0.03,0.999,0.1609094315683338,1013.9241320000001,0.9448529411764706,150.0,51.608333333333334
1827,q_learning,0.2,0.99,0.03,0.999,0.16074852213676546,705.4100360000001,0.8940325497287522,293.0,49.975
1828,q_learning,0.2,0.99,0.03,0.999,0.1605877736146287,519.4278080000003,0.9894736842105263,23.0,86.3
1829,q_learning,0.2,0.99,0.03,0.999,0.16042718584101406,1035.600612,0.9423592493297587,172.0,60.525
1830,q_learning,0.2,0.99,0.03,0.999,0.16026675865517306,735.9180320000004,0.9130272489734975,233.0,60.13333333333333
1831,q_learning,0.2,0.99,0.03,0.999,0.16010649189651788,785.03026,0.9004671218109953,277.0,52.025
1832,q_learning,0.2,0.99,0.03,0.999,0.15994638540462136,941.4557040000001,0.8784157199877187,396.0,43.53333333333333
1833,q_learning,0.2,0.99,0.03,0.999,0.15978643901921674,812.1225360000002,0.8804382855301321,371.0,54.733333333333334
1834,q_learning,0.2,0.99,0.03,0.999,0.15962665258019754,566.6887879999995,0.947871416159861,120.0,63.80833333333333
1835,q_learning,0.2,0.99,0.03,0.999,0.15946702592761733,971.501276,0.9531502423263328,116.0,50.875
1836,q_learning,0.2,0.99,0.03,0.999,0.1593075589016897,1024.062704,0.9011645267243953,331.0,50.083333333333336
1837,q_learning,0.2,0.99,0.03,0.999,0.159148251342788,828.576044,0.9107206884187881,249.0,58.541666666666664
1838,q_learning,0.2,0.99,0.03,0.999,0.15898910309144523,729.9860320000001,0.9859215017064846,33.0,79.85
1839,q_learning,0.2,0.99,0.03,0.999,0.15883011398835378,755.549324,0.9615069615069615,94.0,67.425
1840,q_learning,0.2,0.99,0.03,0.999,0.15867128387436544,1116.699156,0.9531914893617022,132.0,63.19166666666667
1841,q_learning,0.2,0.99,0.03,0.999,0.15851261259049107,1137.455868000001,0.9419225634178905,174.0,57.19166666666667
1842,q_learning,0.2,0.99,0.03,0.999,0.1583540999779006,869.933608,0.8554177545691906,443.0,40.916666666666664
1843,q_learning,0.2,0.99,0.03,0.999,0.15819574587792268,681.206676,0.9855390008764242,33.0,73.80833333333334
1844,q_learning,0.2,0.99,0.03,0.999,0.15803755013204476,551.06668,1.0,0.0,87.73333333333333
1845,q_learning,0.2,0.99,0.03,0.999,0.1578795125819127,830.594428,0.9165085388994307,220.0,58.608333333333334
1846,q_learning,0.2,0.99,0.03,0.999,0.1577216330693308,807.6157120000001,0.9855610561056105,35.0,79.63333333333334
1847,q_learning,0.2,0.99,0.03,0.999,0.15756391143626147,740.0824840000002,0.9852941176470589,35.0,69.525
1848,q_learning,0.2,0.99,0.03,0.999,0.1574063475248252,1071.8878720000007,0.9546788392566026,139.0,55.266666666666666
1849,q_learning,0.2,0.99,0.03,0.999,0.15724894117730037,748.1914080000001,0.9842487883683361,39.0,82.36666666666666
1850,q_learning,0.2,0.99,0.03,0.999,0.15709169223612307,975.7547960000002,0.9395248380129589,168.0,57.208333333333336
1851,q_learning,0.2,0.99,0.03,0.999,0.15693460054388697,875.3030000000001,0.9845769070446019,37.0,63.06666666666667
1852,q_learning,0.2,0.99,0.03,0.999,0.15677766594334308,986.0023880000009,0.9175954069571091,244.0,51.475
1853,q_learning,0.2,0.99,0.03,0.999,0.15662088827739973,950.0187160000003,0.8757602085143353,429.0,51.05833333333333
1854,q_learning,0.2,0.99,0.03,0.999,0.15646426738912234,699.722576,0.8367518966001686,581.0,46.71666666666667
1855,q_learning,0.2,0.99,0.03,0.999,0.1563078031217332,944.7929680000001,0.9711538461538461,72.0,56.86666666666667
1856,q_learning,0.2,0.99,0.03,0.999,0.15615149531861147,963.05856,0.9228176609369734,229.0,49.516666666666666
1857,q_learning,0.2,0.99,0.03,0.999,0.15599534382329286,391.30604800000003,0.8629032258064516,391.0,67.93333333333334
1858,q_learning,0.2,0.99,0.03,0.999,0.15583934847946956,744.6002719999999,0.8498157248157249,489.0,51.63333333333333
1859,q_learning,0.2,0.99,0.03,0.999,0.1556835091309901,818.9374840000006,0.8774441340782123,351.0,56.675
1860,q_learning,0.2,0.99,0.03,0.999,0.1555278256218591,1142.5699079999995,0.984251968503937,40.0,63.00833333333333
1861,q_learning,0.2,0.99,0.03,0.999,0.15537229779623724,689.9535360000006,0.875460328088383,372.0,54.7
1862,q_learning,0.2,0.99,0.03,0.999,0.15521692549844102,737.719948,0.9800813008130081,49.0,82.90833333333333
1863,q_learning,0.2,0.99,0.03,0.999,0.15506170857294257,1358.393608,0.9652473387601753,111.0,57.8
1864,q_learning,0.2,0.99,0.03,0.999,0.1549066468643696,809.9190960000002,0.972972972972973,64.0,62.78333333333333
1865,q_learning,0.2,0.99,0.03,0.999,0.15475174021750526,449.9461199999999,0.9202603742880391,196.0,70.51666666666667
1866,q_learning,0.2,0.99,0.03,0.999,0.15459698847728776,1130.3008080000004,0.9245757385292269,240.0,44.666666666666664
1867,q_learning,0.2,0.99,0.03,0.999,0.15444239148881048,1086.8860720000005,0.8486877343331548,565.0,25.15
1868,q_learning,0.2,0.99,0.03,0.999,0.15428794909732166,943.073568,0.9846663903854124,37.0,80.41666666666667
1869,q_learning,0.2,0.99,0.03,0.999,0.15413366114822433,915.9159760000006,0.9590858827865831,111.0,57.1
1870,q_learning,0.2,0.99,0.03,0.999,0.1539795274870761,1020.9016560000002,0.9942129629629629,15.0,63.86666666666667
1871,q_learning,0.2,0.99,0.03,0.999,0.15382554795958903,965.8968840000002,0.973753280839895,70.0,55.425
1872,q_learning,0.2,0.99,0.03,0.999,0.15367172241162944,966.8384760000004,0.973883421650265,69.0,60.075
1873,q_learning,0.2,0.99,0.03,0.999,0.1535180506892178,744.9569520000005,0.9752455795677799,63.0,73.61666666666666
1874,q_learning,0.2,0.99,0.03,0.999,0.1533645326385286,1036.9651239999998,0.9531946508172363,126.0,55.958333333333336
1875,q_learning,0.2,0.99,0.03,0.999,0.15321116810589006,910.1721120000007,0.9344501092498179,180.0,54.1
1876,q_learning,0.2,0.99,0.03,0.999,0.15305795693778418,782.9751000000001,0.9473493100944081,145.0,60.075
1877,q_learning,0.2,0.99,0.03,0.999,0.1529048989808464,560.2796480000001,0.919175911251981,204.0,67.25
1878,q_learning,0.2,0.99,0.03,0.999,0.15275199408186554,370.5086240000002,1.0,0.0,98.13333333333334
1879,q_learning,0.2,0.99,0.03,0.999,0.15259924208778367,857.9126920000003,0.9383742911153119,163.0,62.541666666666664
1880,q_learning,0.2,0.99,0.03,0.999,0.1524466428456959,1058.511524,0.8519508284339925,554.0,33.19166666666667
1881,q_learning,0.2,0.99,0.03,0.999,0.1522941962028502,861.847904,0.9101978691019786,236.0,60.583333333333336
1882,q_learning,0.2,0.99,0.03,0.999,0.15214190200664734,934.8451519999998,0.9745994529112935,65.0,66.91666666666667
1883,q_learning,0.2,0.99,0.03,0.999,0.1519897601046407,879.5567000000002,1.0,0.0,69.725
1884,q_learning,0.2,0.99,0.03,0.999,0.15183777034453605,1010.6241400000002,0.9405270655270656,167.0,53.475
1885,q_learning,0.2,0.99,0.03,0.999,0.15168593257419152,772.638116,0.9502446982055465,122.0,54.925
1886,q_learning,0.2,0.99,0.03,0.999,0.15153424664161733,916.5957519999995,0.9952319029042046,11.0,69.06666666666666
1887,q_learning,0.2,0.99,0.03,0.999,0.15138271239497572,723.2855000000002,0.9567827130852341,108.0,76.19166666666666
1888,q_learning,0.2,0.99,0.03,0.999,0.15123132968258074,643.3295719999999,0.8895589898228421,293.0,55.358333333333334
1889,q_learning,0.2,0.99,0.03,0.999,0.15108009835289815,757.3368600000005,0.9947916666666666,12.0,71.59166666666667
1890,q_learning,0.2,0.99,0.03,0.999,0.15092901825454527,606.4536720000002,0.9885496183206107,24.0,77.43333333333334
1891,q_learning,0.2,0.99,0.03,0.999,0.1507780892362907,1009.211356,0.9919261822376009,21.0,71.19166666666666
1892,q_learning,0.2,0.99,0.03,0.999,0.1506273111470544,884.1723920000003,0.8594880356149137,505.0,56.8
1893,q_learning,0.2,0.99,0.03,0.999,0.15047668383590737,899.2773720000004,0.9781273983115887,57.0,64.45833333333333
1894,q_learning,0.2,0.99,0.03,0.999,0.15032620715207146,1488.0956800000004,0.9664238200823567,106.0,50.55
1895,q_learning,0.2,0.99,0.03,0.999,0.15017588094491938,630.211912,0.9957319675629535,10.0,81.31666666666666
1896,q_learning,0.2,0.99,0.03,0.999,0.15002570506397447,624.7569760000002,0.9078341013824884,240.0,69.06666666666666
1897,q_learning,0.2,0.99,0.03,0.999,0.1498756793589105,937.2133160000002,0.9487080601619745,133.0,58.175
1898,q_learning,0.2,0.99,0.03,0.999,0.14972580367955157,873.3823960000004,0.9876051350154936,28.0,68.84166666666667
1899,q_learning,0.2,0.99,0.03,0.999,0.14957607787587204,1190.6735159999994,0.9532423208191126,137.0,50.05833333333333
1900,q_learning,0.2,0.99,0.03,0.999,0.14942650179799616,936.6656160000001,0.8779969650986343,402.0,47.55
1901,q_learning,0.2,0.99,0.03,0.999,0.14927707529619816,877.3468720000002,0.9665032679738562,82.0,69.16666666666667
1902,q_learning,0.2,0.99,0.03,0.999,0.14912779822090197,842.4567079999999,0.9650967199327166,83.0,64.79166666666667
1903,q_learning,0.2,0.99,0.03,0.999,0.14897867042268106,1019.543904,0.9549653579676675,117.0,54.1
1904,q_learning,0.2,0.99,0.03,0.999,0.14882969175225838,1094.646432,0.9557492457257795,132.0,65.63333333333334
1905,q_learning,0.2,0.99,0.03,0.999,0.14868086206050612,1099.198372,0.9826023921710765,48.0,73.29166666666667
1906,q_learning,0.2,0.99,0.03,0.999,0.1485321811984456,689.7610960000004,0.8128738251210481,657.0,36.266666666666666
1907,q_learning,0.2,0.99,0.03,0.999,0.14838364901724718,891.4537360000005,0.9555555555555556,116.0,60.78333333333333
1908,q_learning,0.2,0.99,0.03,0.999,0.14823526536822992,824.246376,0.8677130044843049,413.0,52.833333333333336
1909,q_learning,0.2,0.99,0.03,0.999,0.1480870301028617,1017.35294,0.8994464944649446,327.0,47.925
1910,q_learning,0.2,0.99,0.03,0.999,0.14793894307275884,852.6819519999999,0.955487336914812,116.0,62.13333333333333
1911,q_learning,0.2,0.99,0.03,0.999,0.14779100412968607,988.774504,0.9905771495877503,24.0,68.21666666666667
1912,q_learning,0.2,0.99,0.03,0.999,0.1476432131255564,325.9928520000001,0.9723546234509056,58.0,90.55833333333334
1913,q_learning,0.2,0.99,0.03,0.999,0.14749556991243082,930.6671360000004,0.9582859309821767,110.0,49.583333333333336
1914,q_learning,0.2,0.99,0.03,0.999,0.1473480743425184,953.5756120000003,0.9461775797051766,157.0,55.125
1915,q_learning,0.2,0.99,0.03,0.999,0.14720072626817587,968.0483480000001,0.9943887775551102,14.0,70.225
